year,unitid,instnm,carnegie,stabbr,addr,city,control,lat,lon,total
2007,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.465778,-98.463792,55
2008,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.465778,-98.463792,83
2009,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.465778,-98.463792,63
2010,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.465779,-98.463835,81
2011,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.468052,-98.467709,69
2012,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.468052,-98.467709,101
2013,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.468052,-98.467709,77
2014,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.468052,-98.467709,89
2015,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.468052,-98.467709,91
2016,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.468052,-98.467709,77
2017,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.46708,-98.46583,87
2018,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.46708,-98.46583,103
2019,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.46708,-98.46583,105
2020,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.46708,-98.46583,91
2021,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.46708,-98.46583,95
2022,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.46708,-98.46583,118
2023,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.46708,-98.46583,145
2002,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.042042,-94.076157,65
2003,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.042042,-94.076157,61
2004,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.042042,-94.076157,54
2005,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.042042,-94.076157,60
2006,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.042042,-94.076157,65
2007,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.042042,-94.076157,89
2008,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.042042,-94.076157,105
2009,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.042042,-94.076157,46
2010,226091,lamar university,21,tx,4400 mlk,beaumont,1,29.98823,-94.24437,53
2011,226091,lamar university,21,tx,4400 mlk,beaumont,1,30.044274,-94.073389,102
2012,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.044274,-94.073389,122
2013,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.044274,-94.073389,98
2014,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.044274,-94.073389,203
2015,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.044274,-94.073389,210
2016,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.042738,-94.072244,281
2017,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.042738,-94.072244,263
2018,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.042738,-94.072244,271
2019,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.042738,-94.072244,218
2020,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.042738,-94.072244,199
2021,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.042738,-94.072244,204
2022,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.042738,-94.072244,169
2023,226091,lamar university,21,tx,4400 mlk blvd,beaumont,1,30.042738,-94.072244,133
2002,226134,laredo community college,40,tx,w end washington st,laredo,1,27.50870130998,-99.520920549619,0
2003,226134,laredo community college,40,tx,w end washington st,laredo,1,27.50870130998,-99.520920549619,0
2004,226134,laredo community college,40,tx,w end washington st,laredo,1,27.50870130998,-99.520920549619,0
2005,226134,laredo community college,40,tx,w end washington st,laredo,1,27.50870130998,-99.520920549619,0
2006,226134,laredo community college,40,tx,w end washington st,laredo,1,27.50870130998,-99.520920549619,0
2007,226134,laredo community college,40,tx,west end washington st,laredo,1,27.508045,-99.520615,0
2008,226134,laredo community college,40,tx,west end washington st,laredo,1,27.508045,-99.520615,0
2009,226134,laredo community college,40,tx,west end washington st,laredo,1,27.508045,-99.520615,0
2010,226134,laredo community college,40,tx,west end washington st,laredo,1,27.50876,-99.51889,0
2011,226134,laredo community college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2012,226134,laredo community college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2013,226134,laredo community college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2014,226134,laredo community college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2015,226134,laredo community college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2016,226134,laredo community college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2017,226134,laredo community college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2018,226134,laredo college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2019,226134,laredo college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2020,226134,laredo college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,0
2021,226134,laredo college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,9
2022,226134,laredo college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,12
2023,226134,laredo college,40,tx,west end washington st,laredo,1,27.506477,-99.520772,17
2002,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571446,-99.431077,37
2003,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571446,-99.431077,36
2004,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571446,-99.431077,45
2005,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571446,-99.431077,35
2006,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571446,-99.431077,33
2007,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571446,-99.431077,35
2008,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571446,-99.431077,55
2009,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571446,-99.431077,29
2010,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571474,-99.431025,57
2011,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.573504,-99.435225,51
2012,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.573504,-99.435225,55
2013,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.573504,-99.435225,78
2014,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.573504,-99.435225,55
2015,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.573504,-99.435225,51
2016,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.573504,-99.435225,69
2017,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.573504,-99.435225,74
2018,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571172,-99.436043,84
2019,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571172,-99.436043,58
2020,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571172,-99.436043,85
2021,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571172,-99.436043,110
2022,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571172,-99.436043,108
2023,226152,texas a & m international university,21,tx,5201 university blvd,laredo,1,27.571172,-99.436043,127
2004,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.577797,-101.934006,14
2005,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.577797,-101.934006,23
2006,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.577797,-101.934006,38
2007,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.577797,-101.934006,66
2008,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.577797,-101.934006,43
2009,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.577797,-101.934006,45
2011,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.576273,-101.934816,62
2012,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.576273,-101.934816,76
2013,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.576273,-101.934816,83
2014,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.576273,-101.934816,78
2015,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.576273,-101.934816,92
2016,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.576273,-101.934816,87
2017,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.575973,-101.934426,85
2018,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.575973,-101.934426,106
2019,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.575973,-101.934426,65
2020,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.575973,-101.934426,80
2021,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.575973,-101.934426,51
2022,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.575973,-101.934426,35
2023,226383,lubbock christian university,32,tx,5601 19th st,lubbock,2,33.575973,-101.934426,30
2002,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394169,-95.002793,0
2003,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394169,-95.002793,0
2004,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394169,-95.002793,0
2005,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394169,-95.002793,0
2006,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394169,-95.002793,0
2007,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394169,-95.002793,0
2008,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394169,-95.002793,0
2009,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394169,-95.002793,0
2010,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.394197,-95.002736,0
2011,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.395514,-94.999739,0
2012,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.395514,-94.999739,0
2013,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.395514,-94.999739,0
2014,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.395514,-94.999739,0
2015,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.395514,-94.999739,0
2016,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.395514,-94.999739,0
2017,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.39581,-94.999602,0
2018,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.39581,-94.999602,0
2019,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.39581,-94.999602,0
2020,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.39581,-94.999602,0
2021,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.39581,-94.999602,0
2022,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.39581,-94.999602,0
2023,226408,college of the mainland,40,tx,1200 amburn rd,texas city,1,29.39581,-94.999602,8
2002,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.06522,-97.463303,49
2003,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.06522,-97.463303,48
2004,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.06522,-97.463303,57
2005,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.06522,-97.463303,68
2006,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.06522,-97.463303,64
2007,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.06522,-97.463303,66
2008,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.06522,-97.463303,79
2009,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.06522,-97.463303,87
2010,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.065231,-97.463299,82
2011,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066798,-97.463479,85
2012,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066798,-97.463479,98
2013,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066798,-97.463479,143
2014,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066798,-97.463479,167
2015,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066798,-97.463479,185
2016,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066798,-97.463479,154
2017,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066798,-97.463479,161
2018,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066793,-97.463471,173
2019,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066793,-97.463471,172
2020,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066793,-97.463471,156
2021,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066793,-97.463471,159
2022,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066793,-97.463471,165
2023,226471,university of mary hardin-baylor,21,tx,900 college st,belton,2,31.066793,-97.463471,152
2003,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.432137,-99.748093,5
2004,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.432137,-99.748093,6
2005,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.432137,-99.748093,16
2006,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.432137,-99.748093,11
2007,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.432137,-99.748093,17
2008,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.432137,-99.748093,13
2009,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.432137,-99.748093,13
2010,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.43216,-99.74791,18
2011,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429551,-99.750277,10
2012,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429551,-99.750277,21
2013,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429551,-99.750277,14
2014,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429551,-99.750277,15
2015,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429551,-99.750277,15
2016,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429776,-99.748682,15
2017,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429776,-99.748682,7
2018,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429776,-99.748682,9
2019,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429776,-99.748682,4
2020,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429776,-99.748682,9
2021,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429776,-99.748682,8
2022,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429776,-99.748682,12
2023,226587,mcmurry university,32,tx,s 14th and sayles blvd,abilene,2,32.429776,-99.748682,11
2002,226833,midwestern state university,21,tx,3410 taft blvd,wichita falls,1,33.877632,-98.518479,35
2003,226833,midwestern state university,21,tx,3410 taft blvd,wichita falls,1,33.877632,-98.518479,39
2004,226833,midwestern state university,21,tx,3410 taft blvd,wichita falls,1,33.877632,-98.518479,50
